#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 537718at33208        -            243     1e-64  217.4   3.0   1   1   2.2e-65   3.9e-64  215.5   3.0     1   242     1   298     1   299 0.84 -
279631at33208_6973_0:006653|TRINITY_DN88593_c4_g1_i2:65-1303|+      -            413 537718at33208        -            243   0.00099   17.7   0.0   2   3       6.9   1.3e+02    1.0   0.0    36    68    67    99    44   132 0.80 -
279631at33208_6973_0:006653|TRINITY_DN88593_c4_g1_i2:65-1303|+      -            413 537718at33208        -            243   0.00099   17.7   0.0   3   3    0.0064      0.12   10.9   0.0    37    95   173   240   168   251 0.76 -
357580at33208_7370_0:002b5e|TRINITY_DN82468_c10_g1_i4:2426-2815|-   -            130 537718at33208        -            243     0.001   17.6   0.5   1   1   8.6e-05    0.0016   17.0   0.5    74   136    10    77     1   110 0.68 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i10:3477-3728|-  -             84 537718at33208        -            243    0.0011   17.5   0.0   1   1   6.1e-05    0.0011   17.5   0.0    87   140     2    58     1    77 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i2:3477-3728|-   -             84 537718at33208        -            243    0.0011   17.5   0.0   1   1   6.1e-05    0.0011   17.5   0.0    87   140     2    58     1    77 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i4:3496-3747|-   -             84 537718at33208        -            243    0.0011   17.5   0.0   1   1   6.1e-05    0.0011   17.5   0.0    87   140     2    58     1    77 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-   -             84 537718at33208        -            243    0.0011   17.5   0.0   1   1   6.1e-05    0.0011   17.5   0.0    87   140     2    58     1    77 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i7:3477-3728|-   -             84 537718at33208        -            243    0.0011   17.5   0.0   1   1   6.1e-05    0.0011   17.5   0.0    87   140     2    58     1    77 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i8:3496-3747|-   -             84 537718at33208        -            243    0.0011   17.5   0.0   1   1   6.1e-05    0.0011   17.5   0.0    87   140     2    58     1    77 0.89 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 537718at33208        -            243    0.0013   17.3   0.0   1   2       1.9        34    2.8   0.0   108   130   202   224   181   229 0.73 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 537718at33208        -            243    0.0013   17.3   0.0   2   2   0.00028    0.0052   15.3   0.0    76   141   208   278   198   296 0.80 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 537718at33208        -            243    0.0013   17.3   0.1   1   2     0.018      0.33    9.4   0.0    98   157    55   124    48   144 0.75 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 537718at33208        -            243    0.0013   17.3   0.1   2   2       1.9        35    2.8   0.1    39    61   271   293   267   374 0.57 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i3:147-704|+     -            186 537718at33208        -            243    0.0014   17.2   0.3   1   2    0.0019     0.034   12.6   0.1    38   103    33   103     6   126 0.81 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i3:147-704|+     -            186 537718at33208        -            243    0.0014   17.2   0.3   2   2       1.9        34    2.8   0.0    37    51   171   185   144   186 0.59 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 537718at33208        -            243    0.0014   17.2   0.3   1   2    0.0019     0.034   12.6   0.1    38   103    33   103     6   126 0.81 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 537718at33208        -            243    0.0014   17.2   0.3   2   2       1.9        34    2.8   0.0    37    51   171   185   144   186 0.59 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i10:293-997|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i10:293-997|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i1:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i1:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i2:369-1073|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i2:369-1073|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i3:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i3:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i4:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i4:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i6:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i6:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i7:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i7:293-997|+     -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i9:369-1073|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   1   2       3.7        68    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i9:369-1073|+    -            235 537718at33208        -            243    0.0014   17.2   0.2   2   2     0.002     0.037   12.5   0.1    33   102    65   139    42   163 0.70 -
448514at33208_1218281_0:001263|TRINITY_DN87849_c15_g1_i6:382-756|-  -            125 537718at33208        -            243    0.0019   16.7   0.0   1   1   0.00014    0.0026   16.3   0.0    36    88     6    61     3    80 0.84 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i1:233-934|+      -            234 537718at33208        -            243     0.002   16.7   2.7   1   3    0.0049     0.089   11.3   0.2    58   104     7    54     2    65 0.81 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i1:233-934|+      -            234 537718at33208        -            243     0.002   16.7   2.7   2   3       1.7        31    3.0   0.1   108   227   121   142    54   153 0.54 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i1:233-934|+      -            234 537718at33208        -            243     0.002   16.7   2.7   3   3       1.8        33    2.9   0.1   213   229   128   144   110   230 0.66 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i3:233-934|+      -            234 537718at33208        -            243     0.002   16.7   2.7   1   3    0.0049     0.089   11.3   0.2    58   104     7    54     2    65 0.81 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i3:233-934|+      -            234 537718at33208        -            243     0.002   16.7   2.7   2   3       1.7        31    3.0   0.1   108   227   121   142    54   153 0.54 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i3:233-934|+      -            234 537718at33208        -            243     0.002   16.7   2.7   3   3       1.8        33    2.9   0.1   213   229   128   144   110   230 0.66 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 537718at33208        -            243     0.002   16.7   0.1   1   2     0.097       1.8    7.0   0.0    58    99     3    47     1    50 0.84 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 537718at33208        -            243     0.002   16.7   0.1   2   2      0.13       2.4    6.6   0.0    36    89   131   187   104   194 0.81 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i8:3671-4279|-    -            203 537718at33208        -            243     0.002   16.7   0.1   1   2     0.097       1.8    7.0   0.0    58    99     3    47     1    50 0.84 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i8:3671-4279|-    -            203 537718at33208        -            243     0.002   16.7   0.1   2   2      0.13       2.4    6.6   0.0    36    89   131   187   104   194 0.81 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 537718at33208        -            243     0.002   16.7   0.1   1   2     0.021      0.39    9.2   0.0    98   157   117   186   110   206 0.75 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 537718at33208        -            243     0.002   16.7   0.1   2   2         2        37    2.7   0.1    39    61   333   355   322   436 0.60 -
267439at33208_29031_0:000f6a|TRINITY_DN82757_c9_g2_i2:568-771|-     -             68 537718at33208        -            243    0.0023   16.5   0.0   1   1   0.00013    0.0023   16.5   0.0    27    74     4    60     1    68 0.73 -
357580at33208_9258_0:0047af|TRINITY_DN93724_c9_g4_i4:147-692|+      -            182 537718at33208        -            243    0.0025   16.4   0.0   1   3     0.079       1.4    7.3   0.0    36    56    25    45    12   101 0.66 -
357580at33208_9258_0:0047af|TRINITY_DN93724_c9_g4_i4:147-692|+      -            182 537718at33208        -            243    0.0025   16.4   0.0   2   3       1.9        34    2.8   0.0    69    86   118   135    79   146 0.62 -
357580at33208_9258_0:0047af|TRINITY_DN93724_c9_g4_i4:147-692|+      -            182 537718at33208        -            243    0.0025   16.4   0.0   3   3       2.3        42    2.5   0.0    30    50   119   139   112   166 0.60 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 537718at33208        -            243    0.0029   16.2   0.0   1   2     0.024      0.45    9.0   0.0    98   157   176   245   169   265 0.75 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 537718at33208        -            243    0.0029   16.2   0.0   2   2       2.3        42    2.5   0.1    39    61   392   414   381   495 0.60 -
458807at33208_156304_0:000966|TRINITY_DN90840_c6_g1_i8:2176-2943|+  -            256 537718at33208        -            243    0.0032   16.0   0.1   1   1    0.0034     0.062   11.8   0.0    38    92    92   148    78   154 0.89 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 537718at33208        -            243    0.0033   16.0   0.3   1   3         3        56    2.1   0.0    36    73   166   203   160   210 0.84 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 537718at33208        -            243    0.0033   16.0   0.3   2   3       2.2        40    2.6   0.1    34    58   211   235   186   247 0.78 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 537718at33208        -            243    0.0033   16.0   0.3   3   3      0.39       7.2    5.0   0.0    37    74   268   305   250   323 0.81 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i3:1096-2067|-   -            324 537718at33208        -            243    0.0033   16.0   0.3   1   3         3        56    2.1   0.0    36    73   166   203   160   210 0.84 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i3:1096-2067|-   -            324 537718at33208        -            243    0.0033   16.0   0.3   2   3       2.2        40    2.6   0.1    34    58   211   235   186   247 0.78 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i3:1096-2067|-   -            324 537718at33208        -            243    0.0033   16.0   0.3   3   3      0.39       7.2    5.0   0.0    37    74   268   305   250   323 0.81 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 537718at33208        -            243    0.0033   16.0   0.0   1   1   0.00025    0.0046   15.5   0.0    37    91   116   173   112   181 0.86 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i7:5091-5636|-  -            182 537718at33208        -            243    0.0033   16.0   0.0   1   1   0.00025    0.0046   15.5   0.0    37    91   116   173   112   181 0.86 -
433216at33208_37653_0:002b08|TRINITY_DN76062_c4_g3_i10:5001-5615|-  -            205 537718at33208        -            243    0.0033   16.0   0.0   1   1   0.00026    0.0048   15.5   0.0    37    93   109   168   105   178 0.86 -
433216at33208_37653_0:002b08|TRINITY_DN76062_c4_g3_i4:5020-5634|-   -            205 537718at33208        -            243    0.0033   16.0   0.0   1   1   0.00026    0.0048   15.5   0.0    37    93   109   168   105   178 0.86 -
399439at33208_6850_0:0028e2|TRINITY_DN89960_c7_g3_i1:765-1523|-     -            253 537718at33208        -            243    0.0036   15.9   0.1   1   2       3.2        58    2.1   0.1    75   106    61    94    42   122 0.61 -
399439at33208_6850_0:0028e2|TRINITY_DN89960_c7_g3_i1:765-1523|-     -            253 537718at33208        -            243    0.0036   15.9   0.1   2   2    0.0037     0.068   11.7   0.0    76   133   174   237   149   248 0.56 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 537718at33208        -            243    0.0041   15.7   0.1   1   2       3.4        61    2.0   0.0    36    56   136   156   126   163 0.87 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 537718at33208        -            243    0.0041   15.7   0.1   2   2      0.02      0.37    9.3   0.0   103   142   265   304   254   308 0.89 -
357580at33208_6850_0:004bd0|TRINITY_DN86038_c5_g1_i2:408-1013|+     -            202 537718at33208        -            243    0.0042   15.6   0.1   1   1   0.00038    0.0069   14.9   0.1    38   129     2   108     1   119 0.71 -
357580at33208_6850_0:004bd0|TRINITY_DN86038_c5_g1_i3:408-1013|+     -            202 537718at33208        -            243    0.0042   15.6   0.1   1   1   0.00038    0.0069   14.9   0.1    38   129     2   108     1   119 0.71 -
