#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 581717at33208        -            249   3.4e-63  212.2   0.4   1   1   1.2e-62   3.4e-61  205.7   0.4    33   232    81   315    35   316 0.79 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i11:770-1273|+   -            168 581717at33208        -            249     0.023   12.9   0.1   1   2       1.8        48    2.1   0.0   180   213     6    38     1    52 0.76 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i11:770-1273|+   -            168 581717at33208        -            249     0.023   12.9   0.1   2   2    0.0095      0.26    9.5   0.0   155   212    68   127    37   132 0.81 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i1:2529-3032|+   -            168 581717at33208        -            249     0.023   12.9   0.1   1   2       1.8        48    2.1   0.0   180   213     6    38     1    52 0.76 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i1:2529-3032|+   -            168 581717at33208        -            249     0.023   12.9   0.1   2   2    0.0095      0.26    9.5   0.0   155   212    68   127    37   132 0.81 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i6:2546-3049|+   -            168 581717at33208        -            249     0.023   12.9   0.1   1   2       1.8        48    2.1   0.0   180   213     6    38     1    52 0.76 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i6:2546-3049|+   -            168 581717at33208        -            249     0.023   12.9   0.1   2   2    0.0095      0.26    9.5   0.0   155   212    68   127    37   132 0.81 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 581717at33208        -            249     0.023   12.9   0.1   1   2       1.8        48    2.1   0.0   180   213     6    38     1    52 0.76 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 581717at33208        -            249     0.023   12.9   0.1   2   2    0.0095      0.26    9.5   0.0   155   212    68   127    37   132 0.81 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i2:385-1548|-  -            237 581717at33208        -            249     0.026   12.8   0.0   1   1     0.004      0.11   10.8   0.0   106   141   106   141    99   167 0.86 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 581717at33208        -            249     0.028   12.7   0.0   1   1    0.0032     0.087   11.1   0.0   174   212     3    41     1    51 0.88 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i8:3671-4279|-    -            203 581717at33208        -            249     0.028   12.7   0.0   1   1    0.0032     0.087   11.1   0.0   174   212     3    41     1    51 0.88 -
357580at33208_7370_0:002b5e|TRINITY_DN82468_c10_g1_i4:2426-2815|-   -            130 581717at33208        -            249      0.03   12.6   0.0   1   2    0.0094      0.26    9.5   0.0   184   225     2    43     1    56 0.76 -
357580at33208_7370_0:002b5e|TRINITY_DN82468_c10_g1_i4:2426-2815|-   -            130 581717at33208        -            249      0.03   12.6   0.0   2   2         2        55    1.9   0.0    41    67    52    77    35    88 0.72 -
365323at33208_100784_0:00096a|TRINITY_DN87574_c7_g1_i11:288-611|-   -            108 581717at33208        -            249      0.03   12.6   0.0   1   1    0.0018      0.05   11.9   0.0   175   212     2    39     1    50 0.88 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i1:233-934|+      -            234 581717at33208        -            249     0.039   12.2   0.1   1   2     0.015      0.42    8.8   0.0   172   215     5    48     3    85 0.85 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i1:233-934|+      -            234 581717at33208        -            249     0.039   12.2   0.1   2   2       3.5        95    1.1   0.0    75    90   170   185   110   234 0.60 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i3:233-934|+      -            234 581717at33208        -            249     0.039   12.2   0.1   1   2     0.015      0.42    8.8   0.0   172   215     5    48     3    85 0.85 -
357580at33208_7091_0:0009ff|TRINITY_DN89115_c8_g1_i3:233-934|+      -            234 581717at33208        -            249     0.039   12.2   0.1   2   2       3.5        95    1.1   0.0    75    90   170   185   110   234 0.60 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 581717at33208        -            249     0.043   12.1   0.4   1   2       1.4        38    2.4   0.0   188   213    14    39     3    62 0.79 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 581717at33208        -            249     0.043   12.1   0.4   2   2      0.12       3.3    5.9   0.0   164   211   136   189   115   199 0.58 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 581717at33208        -            249     0.043   12.1   0.4   1   2       1.4        38    2.4   0.0   188   213    14    39     3    62 0.79 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 581717at33208        -            249     0.043   12.1   0.4   2   2      0.12       3.3    5.9   0.0   164   211   136   189   115   199 0.58 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+   -            340 581717at33208        -            249     0.045   12.0   0.2   1   2     0.081       2.2    6.5   0.1   171   200    40    69    22   108 0.81 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+   -            340 581717at33208        -            249     0.045   12.0   0.2   2   2       1.4        39    2.4   0.0    28    59   306   337   294   340 0.87 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+   -            340 581717at33208        -            249     0.045   12.0   0.2   1   2     0.081       2.2    6.5   0.1   171   200    40    69    22   108 0.81 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+   -            340 581717at33208        -            249     0.045   12.0   0.2   2   2       1.4        39    2.4   0.0    28    59   306   337   294   340 0.87 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+   -            340 581717at33208        -            249     0.045   12.0   0.2   1   2     0.081       2.2    6.5   0.1   171   200    40    69    22   108 0.81 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+   -            340 581717at33208        -            249     0.045   12.0   0.2   2   2       1.4        39    2.4   0.0    28    59   306   337   294   340 0.87 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+   -            340 581717at33208        -            249     0.045   12.0   0.2   1   2     0.081       2.2    6.5   0.1   171   200    40    69    22   108 0.81 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+   -            340 581717at33208        -            249     0.045   12.0   0.2   2   2       1.4        39    2.4   0.0    28    59   306   337   294   340 0.87 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+   -            340 581717at33208        -            249     0.045   12.0   0.2   1   2     0.081       2.2    6.5   0.1   171   200    40    69    22   108 0.81 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+   -            340 581717at33208        -            249     0.045   12.0   0.2   2   2       1.4        39    2.4   0.0    28    59   306   337   294   340 0.87 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 581717at33208        -            249     0.045   12.0   0.2   1   2     0.081       2.2    6.5   0.1   171   200    40    69    22   108 0.81 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 581717at33208        -            249     0.045   12.0   0.2   2   2       1.4        39    2.4   0.0    28    59   306   337   294   340 0.87 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i19:826-1845|+   -            340 581717at33208        -            249     0.045   12.0   0.2   1   2     0.081       2.2    6.5   0.1   171   200    40    69    22   108 0.81 -
